ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
3678,Alois Anderle,M,30,NA,NA,Austria,AUT,1900 Summer,1900,Summer,Paris,Swimming,"Swimming Men's 4,000 metres Freestyle",NA
3678,Alois Anderle,M,30,NA,NA,Austria,AUT,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's Underwater Swimming,NA
3703,Carl Albert Andersen,M,23,NA,NA,Norway,NOR,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's High Jump,NA
3703,Carl Albert Andersen,M,23,NA,NA,Norway,NOR,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Pole Vault,Bronze
3871,William Wallace Anderson,M,40,NA,NA,Union des Socits Franais de Sports Athletiques,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Silver
4073,Andreac,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
4204,Emmanuel Andrieu,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",NA
4343,Angot,M,NA,NA,NA,Club Nautique de Dieppe-5,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
4378,Josef Karl Hans (-Joseph Karl Hans) Aniol,M,21,NA,NA,Germany,GER,1900 Summer,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,NA
4378,Josef Karl Hans (-Joseph Karl Hans) Aniol,M,21,NA,NA,Germany,GER,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's Underwater Swimming,NA
4397,Anjou,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Shooting,Shooting Men's Trap,NA
4914,Archenoul,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined,Silver
5538,St George Ashe,M,28,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Single Sculls,Bronze
5684,Ass,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",NA
5871,"William Dunbar ""Willie"" Attrill",M,NA,NA,NA,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Silver
5891,Aubert,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
5904,Amde Aubry,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Shooting,Shooting Men's Trap,NA
5938,Aufort,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",NA
5938,Aufort,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Sabre, Masters, Individual",NA
5951,Georges Augoyat (Augoyard-),M,18,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,NA
5959,Louis Albert Auguste-Dormeuil (Dormeuil-),M,31,NA,NA,Carabinier-5,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,NA
5959,Louis Albert Auguste-Dormeuil (Dormeuil-),M,31,NA,NA,Pettit-Poucet-6,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,NA
5959,Louis Albert Auguste-Dormeuil (Dormeuil-),M,31,NA,NA,Carabinier-15,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Gold
5989,Gaston Achille Louis Aumoitte,M,15,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, One Ball",Gold
5989,Gaston Achille Louis Aumoitte,M,15,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,Croquet Mixed Doubles,Gold
6211,Albert Jean Louis Ayat,M,25,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",Gold
6211,Albert Jean Louis Ayat,M,25,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",Gold
6212,Albert Louis Flix Ayat,M,17,175,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",NA
6510,Louis Dsir Bach,M,17,NA,NA,USFSA,FRA,1900 Summer,1900,Summer,Paris,Football,Football Men's Football,Silver
7373,Balossier,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
7492,Emilio Banfi,M,NA,NA,NA,Italy,ITA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 800 metres,NA
7691,Joseph Baras,M,NA,NA,NA,Belgium,BEL,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",NA
7691,Joseph Baras,M,NA,NA,NA,Belgium,BEL,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",NA
7691,Joseph Baras,M,NA,NA,NA,Belgium,BEL,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",NA
7691,Joseph Baras,M,NA,NA,NA,Belgium,BEL,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",NA
7691,Joseph Baras,M,NA,NA,NA,Belgium,BEL,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",NA
8002,Albert Barodet,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
8065,Hermann Joseph Barrelet,M,20,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Single Sculls,Gold
8399,"Franois ""Nol"" Bas",M,22,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,Silver
8484,Denis Raymond Basset,M,NA,NA,NA,Racing Club de France,FRA,1900 Summer,1900,Summer,Paris,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver
8513,Louis Bastien,M,18,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
8513,Louis Bastien,M,18,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's 25 kilometres,Gold
8676,L. Baudoin,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Swimming,"Swimming Men's 4,000 metres Freestyle",NA
8683,Jacques Baudrier,M,28,NA,NA,Crabe II-12,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,NA
8683,Jacques Baudrier,M,28,NA,NA,Nina Claire-30,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,NA
8683,Jacques Baudrier,M,28,NA,NA,Crabe II-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Silver
8683,Jacques Baudrier,M,28,NA,NA,Crabe II-4,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,Bronze
8683,Jacques Baudrier,M,28,NA,NA,Nina Claire-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze
8683,Jacques Baudrier,M,28,NA,NA,Nina Claire-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,NA
8684,Lucien Alexandre Baudrier,M,38,NA,NA,Nina Claire-30,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,NA
8684,Lucien Alexandre Baudrier,M,38,NA,NA,Nina Claire-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze
8684,Lucien Alexandre Baudrier,M,38,NA,NA,Nina Claire-2,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 1-2 Ton,NA
8716,Rudolf (-Rezs) Bauer,M,21,NA,NA,Hungary,HUN,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Discus Throw,Gold
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's High Jump,Gold
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing High Jump,Silver
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Pole Vault,Gold
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Long Jump,Silver
8862,"Irving Knott ""Irv"" Baxter",M,24,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Standing Triple Jump,Silver
8887,Bayer,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
8913,"Francis Charles ""Frank"" Bayliss",M,23,NA,NA,Moseley Wanderers,GBR,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
8973,Bazin,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
9009,Charles Beachey Beachcroft (Kay-),M,NA,NA,NA,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold
9069,"douard Beaudoin, Jr.",M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Archery,"Archery Men's Au Cordon Dore, 50 metres",NA
9076,Lon Omer Beaugendre,M,16,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,NA
9728,G. Bllot,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",NA
10161,Charles Bennett,M,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 1,500 metres",Gold
10161,Charles Bennett,M,29,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 4,000 metres Steeplechase",Silver
10161,Charles Bennett,M,29,NA,NA,Amateur Athletic Association,GBR,1900 Summer,1900,Summer,Paris,Athletics,"Athletics Men's 5,000 metres, Team",Gold
10201,Raymond Benoit,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Single Sculls,NA
10287,J. Brard,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,NA
10287,J. Brard,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Points Race,NA
10287,J. Brard,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's 25 kilometres,NA
10346,John Graham Hope de la Poer Beresford,M,33,NA,NA,Foxhunters Hurlingham,GBR,1900 Summer,1900,Summer,Paris,Polo,Polo Men's Polo,Gold
10445,Herman Georges Berger,M,24,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",NA
10445,Herman Georges Berger,M,24,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
10476,Alexandre Bergs,M,31,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
10584,Berhouzouq,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
10752,Bernillon,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
10811,Charles Bersin,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
10811,Charles Bersin,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Sabre, Masters, Individual",NA
10837,Jens Peter Berthelsen,M,45,NA,NA,Denmark,DEN,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
10920,J. Bertrand,M,NA,NA,NA,Tritons Lillois-2,FRA,1900 Summer,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,NA
10920,J. Bertrand,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Obstacle Course,NA
10920,J. Bertrand,M,NA,NA,NA,Tritons Lillois-2,FRA,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Team Swimming,Silver
10925,Maxime Bertrand,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,NA
10925,Maxime Bertrand,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's 25 kilometres,NA
10972,Ren Beslaud,M,NA,NA,NA,Club Nautique de Franais-1,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
10981,Eugne Besse,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Marathon,NA
10993,Bessing,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,NA
11060,Michel Bettenfeld,M,46,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
11062,Csar Bettex,M,36,NA,NA,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Shooting,Shooting Men's Trap,NA
11068,Hugo Adolf Betting,M,20,NA,NA,Frankfurt Club,GER,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
11075,Bettremieux,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
11178,Raoul Bzy-Bideau,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",NA
11329,Raoul Bideau,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
11514,Franois Alexandre mile Billard,M,48,NA,NA,Esterel-1,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 10-20 Ton,Gold
11634,Lon Binoche,M,21,NA,NA,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Gold
11696,Arthur Ernest Burrington Birkett,M,24,NA,NA,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold
11733,John Henry Birtles,M,NA,NA,NA,Moseley Wanderers,GBR,1900 Summer,1900,Summer,Paris,Rugby,Rugby Men's Rugby,Silver
11969,Al. Blachre,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, One Ball",NA
11969,Al. Blachre,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, Two Balls",NA
12103,Blanchard,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
12115,Gaston Frdric Blanchy,M,31,NA,NA,Olle,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,NA
12115,Gaston Frdric Blanchy,M,31,NA,NA,Olle,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 2-3 Ton,Gold
12115,Gaston Frdric Blanchy,M,31,NA,NA,Olle,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 2-3 Ton,Gold
12293,Alfred Bloch,M,NA,NA,NA,USFSA,FRA,1900 Summer,1900,Summer,Paris,Football,Football Men's Football,Silver
12311,Johannes Dirk Bloemen,M,35,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Swimming,Swimming Men's 200 metres Backstroke,NA
12323,"Teodor ""Tore"" Blom",M,20,NA,NA,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's High Jump,NA
12323,"Teodor ""Tore"" Blom",M,20,NA,NA,Sweden,SWE,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Long Jump,NA
12366,Arthur Bloomfeld,M,NA,NA,NA,Aschenbrodel,GER,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed 0.5-1 Ton,NA
12445,Dixon H. Boardman,M,20,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 100 metres,NA
12445,Dixon H. Boardman,M,20,NA,NA,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 400 metres,NA
12567,Franz Bckli,M,42,NA,NA,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",NA
12567,Franz Bckli,M,42,NA,NA,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Gold
12567,Franz Bckli,M,42,NA,NA,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",NA
12567,Franz Bckli,M,42,NA,NA,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",NA
12567,Franz Bckli,M,42,NA,NA,Switzerland,SUI,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",NA
12696,Dirk Boest Gips,M,35,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
12696,Dirk Boest Gips,M,35,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Bronze
12864,Maurice Eugne Boisdon,M,45,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
12864,Maurice Eugne Boisdon,M,45,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Sabre, Individual",NA
12996,Bollet,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
13551,Bormel,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
13551,Bormel,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",NA
13567,Bornes,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
13630,Jean-Marie Borringes,M,33,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
13903,mile Bouard,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
13950,Bouchon,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
13957,Jules Henri Bouckaert,M,30,NA,NA,Cercle de l'Aviron Roubaix-4,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Gold
13957,Jules Henri Bouckaert,M,30,NA,NA,Cercle de l'Aviron Roubaix-4,FRA,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Fours,NA
13995,Gilbert Bougnol,M,33,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters, Individual",Silver
13995,Gilbert Bougnol,M,33,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",NA
14026,Boulanger,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
14029,Marcel Boulanger,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
14035,Jean A. Boulge,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Masters, Individual",NA
14037,Marcel Jacques Amand Romain Boulenger,M,26,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",Bronze
14045,Fernand Boulmant,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,NA
14047,Alfred Boulnois,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,NA
14117,lie Louis Bourgois,M,19,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
14118,Bourgougnoux,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
14147,Bourry,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Gymnastics,Gymnastics Men's Individual All-Around,NA
14166,Jean Boussod,M,NA,NA,NA,Compigne Polo Club,FRA,1900 Summer,1900,Summer,Paris,Polo,Polo Men's Polo,NA
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Bronze
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",NA
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",NA
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres",NA
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres",NA
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23,NA,NA,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres",NA
14240,Josiah Frederick Dollin Bowden,M,NA,NA,NA,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",NA
14259,Alfred James Bowerman,M,26,NA,NA,Devon and Somerset Wanderers,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Gold
14358,L. Boyer,M,NA,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Cycling,Cycling Men's Sprint,NA
14556,J. Braid,M,NA,NA,NA,Union des Socits Franais de Sports Athletiques,GBR,1900 Summer,1900,Summer,Paris,Cricket,Cricket Men's Cricket,Silver
14667,Franois Antoine Brandt,M,25,NA,NA,Minerva Amsterdam,NED,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Pairs,Gold
14667,Franois Antoine Brandt,M,25,NA,NA,Minerva Amsterdam,NED,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Bronze
